time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.027,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.6006231904029846,0.2655082941055298,0.6385836601257324,0.19740234315395355,0.6582743525505066,0.19605398178100586,0.6763875484466553,0.19477510452270508,0.5630527138710022,0.19498872756958008,0.5338709950447083,0.1935063749551773,0.5127743482589722,0.19253301620483398,0.7042638659477234,0.21860504150390625,0.48279595375061035,0.2125699520111084,0.6346063017845154,0.34151241183280945,0.5484165549278259,0.3387005627155304,0.8177313804626465,0.6101797819137573,0.3990253508090973,0.5122738480567932,0.9546993970870972,0.9727854132652283,0.38002121448516846,0.853943407535553
0.352,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5994224548339844,0.265489786863327,0.6377109885215759,0.19705738127231598,0.6569598317146301,0.19587276875972748,0.6738185286521912,0.19468314945697784,0.5628615617752075,0.19490467011928558,0.5342868566513062,0.19341380894184113,0.5139060616493225,0.19224785268306732,0.7013170123100281,0.21829086542129517,0.4854920506477356,0.2114511877298355,0.6338697671890259,0.3406526446342468,0.5475245118141174,0.33767569065093994,0.8194845914840698,0.6068184971809387,0.39960977435112,0.5166955590248108,0.9546754956245422,0.9789288640022278,0.37700313329696655,0.8964077830314636
0.427,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5979483127593994,0.2579886317253113,0.635911762714386,0.1900487095117569,0.6549143195152283,0.19002984464168549,0.6706966161727905,0.19000652432441711,0.5626399517059326,0.18851937353610992,0.5346471667289734,0.1877964437007904,0.5147933959960938,0.18741457164287567,0.6973392963409424,0.21364085376262665,0.48751774430274963,0.20615728199481964,0.6329818964004517,0.33134567737579346,0.5473103523254395,0.32729607820510864,0.8194796442985535,0.597353994846344,0.3999263346195221,0.5164620280265808,0.9562052488327026,0.9801294207572937,0.3740197718143463,0.8954208493232727
0.495,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5942586660385132,0.2441939264535904,0.6303828358650208,0.180753692984581,0.6497972011566162,0.1817036122083664,0.6648513078689575,0.18229840695858002,0.560747504234314,0.17936886847019196,0.5345528721809387,0.1792575567960739,0.5148128271102905,0.1798916459083557,0.6881693005561829,0.20315012335777283,0.4882398545742035,0.19782376289367676,0.6300913095474243,0.3142087757587433,0.5460352897644043,0.30856814980506897,0.8173807263374329,0.5788440704345703,0.39992207288742065,0.516427755355835,0.9543517231941223,0.9699946641921997,0.37266314029693604,0.8936769366264343
0.57,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5900954604148865,0.22170206904411316,0.623900830745697,0.15944123268127441,0.6443899273872375,0.15953035652637482,0.6599136590957642,0.15925659239292145,0.5577687621116638,0.16008086502552032,0.533953070640564,0.1614350527524948,0.5146676301956177,0.16237398982048035,0.6817925572395325,0.17947259545326233,0.48821645975112915,0.18292339146137238,0.6277847290039062,0.2898915708065033,0.5445770621299744,0.28483474254608154,0.8136658668518066,0.5423463582992554,0.40059247612953186,0.5139170289039612,0.9433578252792358,0.9330804347991943,0.3707905113697052,0.8914915323257446
0.633,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.585649847984314,0.19325560331344604,0.6190540790557861,0.13447731733322144,0.6403222680091858,0.13381242752075195,0.6567884683609009,0.1333124041557312,0.5528608560562134,0.13404123485088348,0.5310991406440735,0.1346408873796463,0.5122758746147156,0.13525423407554626,0.6774032711982727,0.15771129727363586,0.4867781698703766,0.16062596440315247,0.6237383484840393,0.26644009351730347,0.5420254468917847,0.2610265910625458,0.8099533319473267,0.525650680065155,0.40069809556007385,0.5104771256446838,0.9363540410995483,0.9149014353752136,0.369730144739151,0.8865534067153931
0.693,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5820022821426392,0.16955061256885529,0.6150198578834534,0.11246423423290253,0.6361178755760193,0.11169086396694183,0.6531304121017456,0.11162237823009491,0.5494641661643982,0.11047487705945969,0.5291922688484192,0.11023063957691193,0.5105428099632263,0.10981385409832001,0.6713157892227173,0.13866479694843292,0.4850679039955139,0.1367996335029602,0.6196853518486023,0.24582433700561523,0.5399296283721924,0.24049653112888336,0.8092848658561707,0.5163645148277283,0.3991934657096863,0.5083228349685669,0.9320498704910278,0.9173482656478882,0.36681365966796875,0.8863990902900696
0.75,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5777071118354797,0.1532287299633026,0.6109156012535095,0.09749370068311691,0.6318035125732422,0.09688865393400192,0.649382472038269,0.09607915580272675,0.5458027124404907,0.09564380347728729,0.5267207622528076,0.09528184682130814,0.5079069137573242,0.09473881125450134,0.6673234105110168,0.12148440629243851,0.48238521814346313,0.12005826830863953,0.615831732749939,0.22841444611549377,0.5378602147102356,0.2249968945980072,0.808976948261261,0.5094806551933289,0.3975920081138611,0.5045542120933533,0.9220227003097534,0.9195128083229065,0.3645988404750824,0.8869426846504211
0.812,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5756069421768188,0.1478336900472641,0.608702540397644,0.09246911108493805,0.6292997598648071,0.09189757704734802,0.6469293832778931,0.09141992032527924,0.5434954762458801,0.08942067623138428,0.5250566601753235,0.08885513991117477,0.5064526200294495,0.08802663534879684,0.6651102900505066,0.11579696834087372,0.4819391369819641,0.11216501146554947,0.6136370897293091,0.22206386923789978,0.5367215871810913,0.21911562979221344,0.8079741597175598,0.49669212102890015,0.397605836391449,0.5014832019805908,0.9068330526351929,0.90375816822052,0.36694952845573425,0.886522114276886
0.869,gesture_0_left_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5718715190887451,0.14484365284442902,0.6035335659980774,0.08831064403057098,0.6239607334136963,0.08803041279315948,0.6422460079193115,0.08784794807434082,0.5393692255020142,0.08563656359910965,0.5220384001731873,0.0855393037199974,0.5038170218467712,0.08521377295255661,0.6610550284385681,0.11250506341457367,0.4809045195579529,0.11141733080148697,0.6099727749824524,0.21805468201637268,0.5350117683410645,0.21585498750209808,0.8042798042297363,0.48543617129325867,0.3975474238395691,0.49605637788772583,0.8936799168586731,0.8903321623802185,0.369651734828949,0.882161557674408
