time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.002,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.35317257046699524,0.2638460397720337,0.39278680086135864,0.20233997702598572,0.4154595732688904,0.20455139875411987,0.43922990560531616,0.20684902369976044,0.32251137495040894,0.19761627912521362,0.299289345741272,0.1974862962961197,0.2816033959388733,0.19744838774204254,0.47837233543395996,0.23241345584392548,0.2500992715358734,0.22432300448417664,0.38781195878982544,0.33516934514045715,0.3159063756465912,0.3361341059207916,0.5681493878364563,0.5792472958564758,0.2103959619998932,0.5358288288116455,0.5997177362442017,0.9568819403648376,0.1854986697435379,0.8681579232215881
0.063,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.33724910020828247,0.24071751534938812,0.3759429454803467,0.1778959482908249,0.39745578169822693,0.18087689578533173,0.4199882447719574,0.18352766335010529,0.30491530895233154,0.17094701528549194,0.28296178579330444,0.16994835436344147,0.2658511698246002,0.1692817658185959,0.4612894058227539,0.20634618401527405,0.23774918913841248,0.19714787602424622,0.3715551197528839,0.31651535630226135,0.3027312755584717,0.31560218334198,0.5556989908218384,0.5844118595123291,0.19374991953372955,0.5120244026184082,0.601037859916687,1.0023720264434814,0.17352689802646637,0.8671554923057556
0.139,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.335064560174942,0.2218073010444641,0.3729742169380188,0.1611749678850174,0.3990054428577423,0.1621532291173935,0.4210921823978424,0.16341285407543182,0.30354902148246765,0.15804408490657806,0.2807796597480774,0.15736530721187592,0.2604885995388031,0.15750311315059662,0.4527483582496643,0.18822823464870453,0.23546406626701355,0.1842619925737381,0.376740962266922,0.29567283391952515,0.2993619441986084,0.30199727416038513,0.561927080154419,0.580204427242279,0.18897795677185059,0.4992300570011139,0.6142926216125488,0.9976005554199219,0.17126496136188507,0.8502644300460815
0.2,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3370698094367981,0.19015201926231384,0.3742472529411316,0.13071683049201965,0.3995684087276459,0.13229627907276154,0.4197097718715668,0.13444581627845764,0.3050784468650818,0.13153690099716187,0.2827252745628357,0.13396555185317993,0.2619789242744446,0.13620655238628387,0.4528886377811432,0.16459010541439056,0.23886708915233612,0.16395744681358337,0.38199543952941895,0.2669283151626587,0.30443447828292847,0.2752814292907715,0.5675061941146851,0.576945960521698,0.20545515418052673,0.48625344038009644,0.621965229511261,0.9846103191375732,0.17452433705329895,0.8378444910049438
0.262,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.34076568484306335,0.1708678901195526,0.3742682933807373,0.11249171197414398,0.39959052205085754,0.11449573934078217,0.420524537563324,0.11684223264455795,0.31001847982406616,0.11390773952007294,0.2886849045753479,0.11711611598730087,0.26855969429016113,0.12029976397752762,0.4540383219718933,0.1470964252948761,0.24650132656097412,0.15042024850845337,0.3848055899143219,0.2475161850452423,0.3105316758155823,0.2557324171066284,0.5681771636009216,0.5561853051185608,0.20561254024505615,0.48240357637405396,0.6313313841819763,0.9662242531776428,0.171341210603714,0.8355006575584412
0.333,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3418063521385193,0.16644039750099182,0.37771672010421753,0.11265508830547333,0.40279096364974976,0.11378466337919235,0.42338332533836365,0.11525106430053711,0.3115612864494324,0.11384763568639755,0.2901917099952698,0.11562983691692352,0.2706523537635803,0.11767415702342987,0.45270395278930664,0.1444721519947052,0.24938318133354187,0.14606979489326477,0.3853081166744232,0.24201227724552155,0.30958765745162964,0.25027188658714294,0.5702269673347473,0.5490536093711853,0.2090141475200653,0.48159509897232056,0.6314980983734131,0.9628532528877258,0.17371025681495667,0.8311839699745178
0.409,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3447237014770508,0.15720370411872864,0.3779119551181793,0.10289062559604645,0.4026476740837097,0.1028471514582634,0.423569917678833,0.10346805304288864,0.31502336263656616,0.10669315606355667,0.2950742542743683,0.10905615985393524,0.27648940682411194,0.11120796948671341,0.45321112871170044,0.12920954823493958,0.2576166093349457,0.13823463022708893,0.38696885108947754,0.22908766567707062,0.3158787488937378,0.23829293251037598,0.5758814215660095,0.5290669202804565,0.20990416407585144,0.4798707962036133,0.638037919998169,0.9549757242202759,0.17281664907932281,0.8324460983276367
0.474,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3480209708213806,0.147467240691185,0.38110479712486267,0.09426704794168472,0.405008465051651,0.09412354975938797,0.4254918098449707,0.09456303715705872,0.3192232549190521,0.09799424558877945,0.3009068965911865,0.10008684545755386,0.2832008898258209,0.10175403952598572,0.4548456072807312,0.11761049181222916,0.26549726724624634,0.12724538147449493,0.38863644003868103,0.218120738863945,0.3203781843185425,0.22484688460826874,0.5791113972663879,0.5061728358268738,0.21149425208568573,0.47553807497024536,0.64620441198349,0.9526705145835876,0.17039324343204498,0.8334888815879822
0.537,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.35914143919944763,0.1400066316127777,0.3915124535560608,0.0897284746170044,0.41287320852279663,0.0905480831861496,0.4312133193016052,0.09132358431816101,0.33100828528404236,0.09009737521409988,0.3132178783416748,0.09075448662042618,0.29718250036239624,0.09175514429807663,0.4582866132259369,0.11151902377605438,0.27895045280456543,0.1150449886918068,0.39696258306503296,0.2093614637851715,0.32961827516555786,0.2109173834323883,0.5867170095443726,0.4946193993091583,0.2158929407596588,0.47385600209236145,0.647407591342926,0.9317046403884888,0.17685265839099884,0.8342246413230896
0.606,gesture_0_right_20250324-125533.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.3658321499824524,0.13807342946529388,0.39724665880203247,0.08790916949510574,0.41810083389282227,0.08881673961877823,0.4358336329460144,0.0897277221083641,0.337643563747406,0.08601924777030945,0.32071158289909363,0.08607511967420578,0.30503660440444946,0.08709921687841415,0.46226030588150024,0.1099427118897438,0.2884705066680908,0.11332222819328308,0.40379056334495544,0.20720328390598297,0.3363106846809387,0.2073184996843338,0.5902032852172852,0.4909525215625763,0.22043535113334656,0.47082701325416565,0.6452454328536987,0.9232059717178345,0.17909760773181915,0.8332593441009521
