time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.005,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5595235228538513,0.23478934168815613,0.5854116082191467,0.15547259151935577,0.6061220169067383,0.1529766470193863,0.6246806383132935,0.15067137777805328,0.5206657648086548,0.16304907202720642,0.4976852834224701,0.16884084045886993,0.47663387656211853,0.1759350597858429,0.6493388414382935,0.17980846762657166,0.4331158697605133,0.2073984444141388,0.5975790023803711,0.311031311750412,0.5190479159355164,0.3211250603199005,0.7745947241783142,0.5332798361778259,0.3208567500114441,0.5551753640174866,0.9476611018180847,0.898988664150238,0.2939203381538391,0.8836688995361328
0.061,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5662510395050049,0.21973052620887756,0.5951934456825256,0.14391422271728516,0.6160895228385925,0.14010192453861237,0.6343874931335449,0.13677319884300232,0.5224267244338989,0.15312284231185913,0.49702176451683044,0.15743020176887512,0.4737335741519928,0.1627354621887207,0.659170925617218,0.16216841340065002,0.4227627217769623,0.1929256021976471,0.6050450205802917,0.3047938644886017,0.5213288068771362,0.31584686040878296,0.7892629504203796,0.5331067442893982,0.3055383563041687,0.5544275045394897,0.9692375063896179,0.9421592950820923,0.27790218591690063,0.9126984477043152
0.119,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.564565896987915,0.2198677510023117,0.5942992568016052,0.14265117049217224,0.6140671372413635,0.1395876407623291,0.6321152448654175,0.1367650181055069,0.5222300291061401,0.15024852752685547,0.4948728680610657,0.15408949553966522,0.47130146622657776,0.15870288014411926,0.6586101055145264,0.16339744627475739,0.41925325989723206,0.1883573830127716,0.6033207178115845,0.30406081676483154,0.5212835073471069,0.3126015365123749,0.7912434935569763,0.536598265171051,0.30248886346817017,0.5542774796485901,0.957370400428772,0.9620208740234375,0.2731645703315735,0.9233389496803284
0.181,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.562886118888855,0.22072269022464752,0.5929226279258728,0.14237359166145325,0.6123828291893005,0.139861598610878,0.6305704116821289,0.13747943937778473,0.5181272625923157,0.1486624777317047,0.489018976688385,0.15125532448291779,0.4663814902305603,0.154112309217453,0.6577804684638977,0.16668091714382172,0.41691121459007263,0.1821654736995697,0.6010687351226807,0.30416351556777954,0.5202497243881226,0.3114062249660492,0.7940985560417175,0.5405647158622742,0.30015912652015686,0.5540364384651184,0.9574462175369263,0.9681387543678284,0.27833715081214905,0.9300410151481628
0.254,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5618030428886414,0.22407166659832,0.5920461416244507,0.14351944625377655,0.6110870242118835,0.14115162193775177,0.6290215849876404,0.13896209001541138,0.5141812562942505,0.14999645948410034,0.48394885659217834,0.1521245837211609,0.4616716504096985,0.1545424461364746,0.6556459665298462,0.16799671947956085,0.4151677191257477,0.18198494613170624,0.5988624095916748,0.3045347332954407,0.5178300142288208,0.31133612990379333,0.7923732995986938,0.5409023761749268,0.29899877309799194,0.554413914680481,0.9511111974716187,0.9592245817184448,0.2805359661579132,0.934016764163971
0.317,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5588447451591492,0.2235286980867386,0.5912117958068848,0.14176802337169647,0.6092194318771362,0.13954351842403412,0.6262046098709106,0.1377595067024231,0.5079666972160339,0.14942578971385956,0.4793683886528015,0.15244770050048828,0.4578701853752136,0.15532788634300232,0.6515190601348877,0.16662216186523438,0.4142248034477234,0.18645916879177094,0.5979717969894409,0.30343830585479736,0.5134885907173157,0.3113994002342224,0.7891517877578735,0.5409173965454102,0.3009182810783386,0.5567684173583984,0.9498535394668579,0.959265410900116,0.2748107314109802,0.9419568181037903
0.382,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5514756441116333,0.2207435667514801,0.5864576101303101,0.14013920724391937,0.6057822108268738,0.1384180188179016,0.6235930919647217,0.13708895444869995,0.5017694234848022,0.1465732753276825,0.4753737449645996,0.14967256784439087,0.45406612753868103,0.1527150571346283,0.6513310074806213,0.1667666733264923,0.4115620255470276,0.18532012403011322,0.5924689173698425,0.3009573519229889,0.5056713819503784,0.3100445866584778,0.7883634567260742,0.5409344434738159,0.30161193013191223,0.5624963045120239,0.9423227310180664,0.9538736343383789,0.28181320428848267,0.9417022466659546
0.444,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5392348766326904,0.21800169348716736,0.5768042206764221,0.1392345130443573,0.5972879528999329,0.13771165907382965,0.6148005723953247,0.13688839972019196,0.4921022355556488,0.14696097373962402,0.46818989515304565,0.15048684179782867,0.4471108019351959,0.15392014384269714,0.6448796987533569,0.16685904562473297,0.40967923402786255,0.18637043237686157,0.5845052003860474,0.2970343232154846,0.4960614740848541,0.306567519903183,0.7875568866729736,0.5420838594436646,0.30699867010116577,0.5637052059173584,0.9395171403884888,0.9510659575462341,0.28307220339775085,0.9420040845870972
0.512,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5307540893554688,0.2137969583272934,0.5691826939582825,0.13790683448314667,0.5903481245040894,0.136082261800766,0.6068588495254517,0.13507229089736938,0.48642414808273315,0.14592419564723969,0.4637530446052551,0.1488725244998932,0.44291096925735474,0.15182892978191376,0.6373358368873596,0.1640951782464981,0.40850013494491577,0.18186238408088684,0.5775254964828491,0.2905791699886322,0.4893183708190918,0.2994714379310608,0.7884017825126648,0.5425652265548706,0.30625438690185547,0.5696603059768677,0.9318914413452148,0.9474157691001892,0.28631359338760376,0.9465948939323425
0.572,gesture_0_left_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5257970094680786,0.2117522805929184,0.5626521706581116,0.1378142535686493,0.5843895077705383,0.1355791836977005,0.599788248538971,0.13431444764137268,0.48271647095680237,0.14571094512939453,0.4607211947441101,0.1482248306274414,0.4398060441017151,0.15059350430965424,0.629951000213623,0.16205888986587524,0.40823793411254883,0.17809168994426727,0.572550892829895,0.28567779064178467,0.4854305684566498,0.2938830554485321,0.7890980243682861,0.5429521799087524,0.3087937533855438,0.5725825428962708,0.9274109601974487,0.9458601474761963,0.2844114899635315,0.9489436745643616
