time,gesture,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56
0.006,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.29340484738349915,0.21993429958820343,0.333160936832428,0.15012837946414948,0.35783153772354126,0.15198419988155365,0.379295289516449,0.15491056442260742,0.25431957840919495,0.15191784501075745,0.23046767711639404,0.15563251078128815,0.20806090533733368,0.15945330262184143,0.4221349358558655,0.19248053431510925,0.16637320816516876,0.18877488374710083,0.33461594581604004,0.3023398816585541,0.25773176550865173,0.3051489293575287,0.5383855104446411,0.55831378698349,0.08309055119752884,0.5332366228103638,0.5903204679489136,0.9707403182983398,0.06509258598089218,0.8775073885917664
0.071,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.28023073077201843,0.21259227395057678,0.31933897733688354,0.14301347732543945,0.3472452759742737,0.1440386325120926,0.37047749757766724,0.14594998955726624,0.24192187190055847,0.1431138813495636,0.2130991667509079,0.14494068920612335,0.1895250380039215,0.14768128097057343,0.4062345623970032,0.18171705305576324,0.15961803495883942,0.1765190213918686,0.3227204978466034,0.29863882064819336,0.24044236540794373,0.30140814185142517,0.5327351689338684,0.5720698237419128,0.06899861991405487,0.5295656323432922,0.5949824452400208,0.9959760904312134,0.033490926027297974,0.8744999766349792
0.137,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26914966106414795,0.21263165771961212,0.309300035238266,0.14505799114704132,0.33814573287963867,0.14657075703144073,0.36185288429260254,0.1491582691669464,0.23330576717853546,0.14271320402622223,0.20728357136249542,0.1432332843542099,0.18429307639598846,0.14505550265312195,0.39671623706817627,0.1839117705821991,0.15441671013832092,0.16884472966194153,0.31659358739852905,0.2988555133342743,0.22802205383777618,0.3007144033908844,0.5271279811859131,0.5764819383621216,0.0674179345369339,0.5285506248474121,0.600887656211853,1.0076706409454346,0.04958989471197128,0.8920164704322815
0.198,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26688912510871887,0.20366737246513367,0.3067651689052582,0.13616818189620972,0.3334815502166748,0.13697262108325958,0.3547872304916382,0.139295756816864,0.23131509125232697,0.1379825919866562,0.2063758373260498,0.1400114744901657,0.18322934210300446,0.1428595930337906,0.3913685083389282,0.17618869245052338,0.15323223173618317,0.17078301310539246,0.31746891140937805,0.29426077008247375,0.22680604457855225,0.2971515953540802,0.5266358852386475,0.5749874711036682,0.06776328384876251,0.5293897986412048,0.5990098714828491,0.9968121647834778,0.05132428556680679,0.9170691967010498
0.266,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2666451930999756,0.20336295664310455,0.30613771080970764,0.13202206790447235,0.3327242136001587,0.13294608891010284,0.353290319442749,0.13498727977275848,0.22640521824359894,0.1344761848449707,0.202714204788208,0.1375301331281662,0.18056881427764893,0.14126898348331451,0.3931472897529602,0.17301946878433228,0.1461298167705536,0.17282836139202118,0.3170521557331085,0.29383769631385803,0.22686417400836945,0.2961759865283966,0.5259268879890442,0.5746694207191467,0.06998712569475174,0.5296615362167358,0.5988073348999023,1.004729151725769,0.05316884070634842,0.9096962213516235
0.325,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2689512073993683,0.20215804874897003,0.3091663718223572,0.13083013892173767,0.3335985541343689,0.13152506947517395,0.35288774967193604,0.1327829211950302,0.22745223343372345,0.1317504495382309,0.20449471473693848,0.13420073688030243,0.18301373720169067,0.13728390634059906,0.39269769191741943,0.16903181374073029,0.14655669033527374,0.17060904204845428,0.316801518201828,0.29188066720962524,0.22905483841896057,0.2935524880886078,0.5277310013771057,0.5739631056785583,0.0720314234495163,0.530122697353363,0.5986827611923218,1.0071862936019897,0.056918371468782425,0.9040071964263916
0.389,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26906031370162964,0.20132949948310852,0.3095654845237732,0.1313469260931015,0.3327299654483795,0.13197781145572662,0.3512406647205353,0.1329302340745926,0.2287977635860443,0.13137270510196686,0.2065751999616623,0.13329565525054932,0.1867140531539917,0.13579434156417847,0.3906477093696594,0.16888707876205444,0.15330132842063904,0.16930224001407623,0.3141866624355316,0.2890430688858032,0.22824127972126007,0.2900676727294922,0.528231680393219,0.5740249156951904,0.07292860001325607,0.5304121971130371,0.5978220701217651,1.0141187906265259,0.05821904540061951,0.9007999300956726
0.454,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.267821729183197,0.19438384473323822,0.3097350001335144,0.12728504836559296,0.3328840136528015,0.12815645337104797,0.35151994228363037,0.12903358042240143,0.2281484156847,0.12422176450490952,0.2064426839351654,0.1247425377368927,0.18697187304496765,0.12631207704544067,0.39062947034835815,0.1658085137605667,0.15505750477313995,0.15642276406288147,0.3132445216178894,0.2828756868839264,0.2268911600112915,0.28365617990493774,0.5289865732192993,0.5736490488052368,0.07306341826915741,0.5328894257545471,0.5975016355514526,1.0047938823699951,0.05624176934361458,0.8999955058097839
0.513,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26774635910987854,0.19121025502681732,0.3089020252227783,0.12708459794521332,0.33161401748657227,0.12763524055480957,0.35018467903137207,0.12800456583499908,0.23028555512428284,0.12470932304859161,0.20909050107002258,0.12509319186210632,0.1898755580186844,0.1263621598482132,0.3886106014251709,0.16318991780281067,0.16158856451511383,0.1563347727060318,0.3124805688858032,0.2766270041465759,0.22788465023040771,0.27841949462890625,0.5291473865509033,0.5734763741493225,0.07791642844676971,0.5334023833274841,0.5974603891372681,1.0042457580566406,0.057164859026670456,0.8981745839118958
0.572,gesture_0_right_20250324-125936.avi,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.26900720596313477,0.19009210169315338,0.3075569272041321,0.12786053121089935,0.32983455061912537,0.12817975878715515,0.3479645848274231,0.12831801176071167,0.2324632704257965,0.12654107809066772,0.2123723328113556,0.1271769404411316,0.19384263455867767,0.12868325412273407,0.3861467242240906,0.1618434339761734,0.169417142868042,0.1600828468799591,0.313281387090683,0.27134913206100464,0.23097380995750427,0.2747054696083069,0.5303182005882263,0.5677936673164368,0.08332905918359756,0.53754723072052,0.5998013019561768,0.9870182871818542,0.0513983778655529,0.896642804145813
