gesture_id,timestamp,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
2,1741989261.034833,12.088590621948242,13.157763481140137,14.350011825561523,14.405158996582031,14.78254222869873,13.57950210571289,13.868401527404785,13.660396575927734,13.624022483825684,12.923795700073242,12.945539474487305,12.883612632751465,12.85244083404541,12.120461463928223,12.086127281188965,12.286741256713867,12.220118522644043,11.436837196350098,11.53987979888916,11.443284034729004,11.593706130981445,13.346251487731934,12.857492446899414,12.232685089111328,11.22705364227295,10.50244140625,10.837188720703125,9.667818069458008,8.7583646774292,8.076739311218262,10.803197860717773,9.393855094909668,8.431147575378418,7.607856750488281,10.94437026977539,9.636542320251465,8.90800666809082,8.14893913269043,11.384515762329102,10.45789909362793,9.675196647644043,9.09380054473877,0.047073379158973694,0.04668697714805603,0.048360418528318405,0.04855349287390709,0.04916318878531456,0.048923883587121964,0.04961691424250603,0.04923462122678757,0.049455609172582626,0.04922579973936081,0.049331750720739365,0.04931304231286049,0.04939578101038933,0.04896026477217674,0.04904261231422424,0.04948374629020691,0.04902280494570732,0.0491742379963398,0.049841806292533875,0.04923218488693237,0.04924895614385605
2,1741989261.1547077,12.130800247192383,13.157763481140137,14.184331893920898,14.104789733886719,14.621343612670898,13.605876922607422,13.683034896850586,13.660396575927734,13.625722885131836,12.771142959594727,12.976515769958496,12.91722583770752,13.067461967468262,12.14510440826416,12.24145793914795,12.318451881408691,12.590087890625,11.412221908569336,11.665084838867188,11.564385414123535,11.715106964111328,13.437137603759766,12.857492446899414,12.155704498291016,11.009540557861328,10.39748764038086,10.829952239990234,9.576322555541992,8.7583646774292,8.028487205505371,10.69095516204834,9.387197494506836,8.423845291137695,7.671221733093262,10.937934875488281,9.72606086730957,8.901456832885742,8.292200088500977,11.37869930267334,10.566686630249023,9.77272891998291,9.183951377868652,0.04705243185162544,0.04668697714805603,0.047956522554159164,0.04769132286310196,0.048778433352708817,0.049009669572114944,0.04912753403186798,0.04923462122678757,0.04946223273873329,0.04881873354315758,0.04943693429231644,0.049427393823862076,0.05001750960946083,0.04904918745160103,0.04966289922595024,0.049596913158893585,0.05028086155653,0.04927048087120056,0.05038588121533394,0.04975693300366402,0.0497688390314579
2,1741989261.280882,12.130800247192383,13.1726713180542,14.205424308776855,14.405158996582031,14.75510311126709,13.57950210571289,13.683034896850586,13.660396575927734,13.625722885131836,12.897924423217773,12.945539474487305,12.884505271911621,12.85244083404541,12.120461463928223,12.05814266204834,12.318451881408691,12.426803588867188,11.436837196350098,11.513427734375,11.443284034729004,11.593706130981445,13.437137603759766,12.893132209777832,12.161337852478027,11.22705364227295,10.461899757385254,10.837188720703125,9.576322555541992,8.7583646774292,8.028487205505371,10.810115814208984,9.393855094909668,8.382705688476562,7.607856750488281,10.94437026977539,9.594532012939453,8.901456832885742,8.219762802124023,11.384515762329102,10.413969039916992,9.675196647644043,9.09380054473877,0.04705243185162544,0.04673483222723007,0.047871340066194534,0.04855349287390709,0.04908180609345436,0.048923883587121964,0.04912753403186798,0.04923462122678757,0.04946223273873329,0.04913705587387085,0.049331750720739365,0.04931719973683357,0.04939578101038933,0.04896026477217674,0.04894281551241875,0.049596913158893585,0.04964028671383858,0.0491742379963398,0.049741581082344055,0.04923218488693237,0.04924895614385605
2,1741989261.4050713,12.104022026062012,13.141733169555664,14.023473739624023,14.037367820739746,14.56544303894043,13.57950210571289,13.683034896850586,13.6943359375,13.810016632080078,12.949251174926758,12.976515769958496,13.13190746307373,12.972182273864746,12.120461463928223,12.114962577819824,12.35064697265625,12.461342811584473,11.436837196350098,11.53987979888916,11.641517639160156,11.593706130981445,13.412312507629395,12.867743492126465,12.048208236694336,11.019746780395508,10.364882469177246,10.837188720703125,9.576322555541992,8.751118659973145,8.103381156921387,10.845111846923828,9.387197494506836,8.497377395629883,7.640724182128906,10.94437026977539,9.630378723144531,8.8950834274292,8.212857246398926,11.384515762329102,10.45789909362793,9.816864967346191,9.09380054473877,0.04695630073547363,0.046634361147880554,0.04741740971803665,0.047633010894060135,0.04861130565404892,0.048923883587121964,0.04912753403186798,0.04934363812208176,0.04995302855968475,0.04931182414293289,0.04943693429231644,0.05004552751779556,0.04963124543428421,0.04896026477217674,0.04914625734090805,0.04971154034137726,0.04976200684905052,0.0491742379963398,0.049841806292533875,0.04985778406262398,0.04924895614385605
2,1741989261.531887,12.117201805114746,13.156514167785645,14.163276672363281,14.037367820739746,14.768315315246582,13.57950210571289,13.683034896850586,13.845001220703125,13.810016632080078,12.949251174926758,12.976515769958496,13.13190746307373,12.936762809753418,12.320307731628418,12.114962577819824,12.38229751586914,12.49641227722168,11.45945930480957,11.56643009185791,11.670082092285156,11.825490951538086,13.448097229003906,12.903268814086914,12.164605140686035,11.019746780395508,10.497467994689941,10.837188720703125,9.576322555541992,8.84093952178955,8.103381156921387,10.845111846923828,9.387197494506836,8.497377395629883,7.600160598754883,11.09769344329834,9.630378723144531,8.937742233276367,8.206116676330566,11.427310943603516,10.502022743225098,9.860820770263672,9.222262382507324,0.04700319468975067,0.04668194800615311,0.04789125174283981,0.047633010894060135,0.049270953983068466,0.048923883587121964,0.04912753403186798,0.049723271280527115,0.04995302855968475,0.04931182414293289,0.04943693429231644,0.05004552751779556,0.04951247200369835,0.04955737292766571,0.04914625734090805,0.049822960048913956,0.04988532140851021,0.04925994947552681,0.04994220659136772,0.04996461421251297,0.049991775304079056
2,1741989261.6612341,12.11751651763916,13.346450805664062,14.368464469909668,14.452873229980469,14.98888111114502,13.578530311584473,13.652325630187988,13.845001220703125,13.772998809814453,12.92314338684082,12.975497245788574,12.99776840209961,12.807608604431152,12.144554138183594,12.11424446105957,12.349770545959473,12.334312438964844,11.338111877441406,11.443559646606445,11.547331809997559,11.53315544128418,13.401250839233398,13.01550006866455,12.31868839263916,11.306571960449219,10.687267303466797,10.88538932800293,9.583440780639648,8.84093952178955,8.111064910888672,10.851856231689453,9.435751914978027,8.465224266052246,7.578542709350586,10.98643684387207,9.67875862121582,8.943910598754883,8.18345832824707,11.31043529510498,10.395021438598633,9.76189136505127,9.089849472045898,0.04700532555580139,0.047184307128190994,0.04841535910964012,0.048697080463171005,0.04983111098408699,0.048919595777988434,0.0490286685526371,0.049723271280527115,0.049833815544843674,0.04922247678041458,0.049432385712862015,0.04952961206436157,0.0490129292011261,0.049046214669942856,0.04914267361164093,0.04970740154385567,0.04924962669610977,0.048735957592725754,0.049408406019210815,0.04943530634045601,0.04895520210266113
2,1741989261.787221,12.104022026062012,13.156514167785645,14.205424308776855,14.285784721374512,15.004648208618164,13.60473918914795,13.867111206054688,13.878050804138184,13.808347702026367,12.92314338684082,12.975497245788574,12.99776840209961,12.935508728027344,12.144554138183594,12.288665771484375,12.349770545959473,12.495152473449707,11.43677806854248,11.417274475097656,11.547331809997559,11.794244766235352,13.412312507629395,12.903268814086914,12.161337852478027,11.159042358398438,10.643243789672852,10.878132820129395,9.716500282287598,8.882497787475586,8.152164459228516,10.851856231689453,9.435751914978027,8.465224266052246,7.648590087890625,10.98643684387207,9.774923324584961,8.943910598754883,8.254892349243164,11.43352222442627,10.40047836303711,9.76189136505127,9.227816581726074,0.04695630073547363,0.04668194800615311,0.047871340066194534,0.048141006380319595,0.04972769320011139,0.04900486767292023,0.049611613154411316,0.049828093498945236,0.04994650185108185,0.04922247678041458,0.049432385712862015,0.04952961206436157,0.04950711876153946,0.049046214669942856,0.04965117201209068,0.04970740154385567,0.04987987503409386,0.04917305335402489,0.04930827394127846,0.04943530634045601,0.04987562075257301
2,1741989261.9312477,12.130800247192383,13.329957962036133,14.224875450134277,14.47213077545166,14.662797927856445,13.467267036437988,13.867111206054688,13.878050804138184,13.843927383422852,12.949251174926758,12.945539474487305,13.13075065612793,13.066279411315918,12.144554138183594,12.086127281188965,12.349770545959473,12.58906078338623,11.45945930480957,11.513320922851562,11.612810134887695,11.763469696044922,13.437137603759766,13.025609016418457,12.199285507202148,11.264067649841309,10.442757606506348,10.772537231445312,9.716500282287598,8.882497787475586,8.193503379821777,10.845111846923828,9.393855094909668,8.546443939208984,7.720208644866943,10.98643684387207,9.636542320251465,8.943910598754883,8.341508865356445,11.427310943603516,10.463400840759277,9.822382926940918,9.233561515808105,0.04705243185162544,0.04713045060634613,0.047930389642715454,0.048606157302856445,0.048752833157777786,0.04850760102272034,0.049611613154411316,0.049828093498945236,0.050059717148542404,0.04931182414293289,0.049331750720739365,0.050040505826473236,0.05001237615942955,0.049046214669942856,0.04904261231422424,0.04970740154385567,0.050276197493076324,0.04925994947552681,0.04974020645022392,0.0497492179274559,0.04976094886660576
2,1741989262.070836,12.021784782409668,13.329957962036133,14.430656433105469,14.496013641357422,15.032879829406738,13.674960136413574,13.727396011352539,13.878050804138184,13.808347702026367,12.948439598083496,13.125701904296875,12.930222511291504,13.113481521606445,12.345036506652832,12.259378433227539,12.494715690612793,12.520256996154785,11.482123374938965,11.443559646606445,11.491230964660645,11.794244766235352,13.293596267700195,13.025609016418457,12.353721618652344,11.303833961486816,10.684693336486816,10.91740608215332,9.623451232910156,8.882497787475586,8.152164459228516,10.893754005432129,9.534436225891113,8.479639053344727,7.769428253173828,11.140584945678711,9.780978202819824,9.03850269317627,8.305963516235352,11.47024917602539,10.395021438598633,9.724339485168457,9.227816581726074,0.04662516340613365,0.04713045060634613,0.0484544113278389,0.0486777201294899,0.0498109795153141,0.049070123583078384,0.04910888895392418,0.049828093498945236,0.04994650185108185,0.049307987093925476,0.04982989653944969,0.04930088296532631,0.04999987408518791,0.04964523762464523,0.04954608157277107,0.05010699853301048,0.05003401264548302,0.049345649778842926,0.049408406019210815,0.049224741756916046,0.04987562075257301
2,1741989262.1911795,12.021784782409668,13.346450805664062,14.244331359863281,14.496013641357422,14.88143539428711,13.648473739624023,13.727396011352539,13.843598365783691,13.670954704284668,12.948439598083496,13.125701904296875,12.930222511291504,13.113481521606445,12.319799423217773,12.259378433227539,12.494715690612793,12.699817657470703,11.337834358215332,11.417274475097656,11.51889419555664,11.763469696044922,13.293596267700195,13.01550006866455,12.237313270568848,11.303833961486816,10.581559181213379,10.924515724182129,9.623451232910156,8.889639854431152,8.076512336730957,10.893754005432129,9.534436225891113,8.479639053344727,7.769428253173828,11.146766662597656,9.780978202819824,9.03850269317627,8.387214660644531,11.358807563781738,10.40047836303711,9.767350196838379,9.233561515808105,0.04662516340613365,0.047184307128190994,0.04798933118581772,0.0486777201294899,0.049306996166706085,0.048984430730342865,0.04910888895392418,0.04971759766340256,0.04944539815187454,0.049307987093925476,0.04982989653944969,0.04930088296532631,0.04999987408518791,0.04955453798174858,0.04954608157277107,0.05010699853301048,0.050552889704704285,0.04873397946357727,0.04930827394127846,0.04932821914553642,0.04976094886660576
